country,year,GDP_per_capita,Education_Tertiary,Rule_of_Law,CO2_per_capita,income_level_code,Income_Group
POL,2000,7401.57697647848,,10.766323029995,8.294,HIC,High Income
POL,2001,7494.96089503246,56.3456916809082,,8.191,HIC,High Income
POL,2002,7640.99307757777,59.5361404418945,11.397415459156,8.0,HIC,High Income
POL,2003,7915.55424389704,60.6214714050293,8.6749507188797,8.343,HIC,High Income
POL,2004,8323.38773754587,61.7436981201172,7.07721802592278,8.479,HIC,High Income
POL,2005,8598.57681241557,63.7791404724121,7.99155333638191,8.461,HIC,High Income
POL,2006,9137.65850849801,65.0900726318359,6.50694766640663,8.836,HIC,High Income
POL,2007,9760.7042604352,66.9424667358398,6.95422875881195,8.83,HIC,High Income
POL,2008,10187.2017910883,70.2946319580078,9.3605768084526,8.67,HIC,High Income
POL,2009,10446.5289138524,72.6793594360352,10.9793953299522,8.312,HIC,High Income
POL,2010,10808.3975674238,76.5571212768555,12.1101031899452,8.768,HIC,High Income
POL,2011,11370.313427173,75.8021011352539,13.5134479403496,8.726,HIC,High Income
POL,2012,11542.2353368014,75.0382919311523,13.9037650227547,8.518,HIC,High Income
POL,2013,11628.2286809525,73.317268371582,14.2722973227501,8.41,HIC,High Income
POL,2014,12093.1622787394,70.2389678955078,14.8178863525391,8.086,HIC,High Income
POL,2015,12637.5220324406,69.3731994628906,13.7334446907043,8.168,HIC,High Income
POL,2016,13026.1858988718,69.8503799438477,10.1624577045441,8.449,HIC,High Income
POL,2017,13695.6452848724,70.6174621582031,6.86911636590958,8.796,HIC,High Income
POL,2018,14551.0850277089,71.0217437744141,6.47211167216301,8.779,HIC,High Income
POL,2019,15221.3090624454,70.9065017700195,6.70970785617828,8.304,HIC,High Income
POL,2020,15090.2228440113,70.9730377197266,8.90813803672791,7.914,HIC,High Income
PSE,1994,2137.38928909208,,,0.381,LMC,Low and Middle Income
PSE,1995,2189.26513719427,,,0.359,LMC,Low and Middle Income
PSE,1996,2118.82007591199,15.8326501846313,-0.674213148653507,0.377,LMC,Low and Middle Income
PSE,1997,2323.20642242172,18.3967094421387,,0.302,LMC,Low and Middle Income
PSE,1998,2589.20364997364,20.1686706542969,-0.882162943482399,0.492,LMC,Low and Middle Income
PSE,1999,2732.87293952355,22.7711391448975,,0.447,LMC,Low and Middle Income
PSE,2000,2436.01207739636,23.624870300293,-1.64178651571274,0.527,LMC,Low and Middle Income
PSE,2001,2153.45735383203,25.7727699279785,,0.415,LMC,Low and Middle Income
PSE,2002,1836.98042481351,27.5037307739258,-5.92711499333381,0.347,LMC,Low and Middle Income
PSE,2003,2041.60484619659,31.2601299285889,-1.8232307061553,0.375,LMC,Low and Middle Income
PSE,2004,2426.41565630382,35.1719093322754,-4.58038264513015,0.63,LMC,Low and Middle Income
PSE,2005,2632.24627423958,38.400749206543,-5.83481338620185,0.769,LMC,Low and Middle Income
PSE,2006,2540.26763083127,40.1437492370605,-6.65745201706887,0.622,LMC,Low and Middle Income
PSE,2007,2569.98434108953,43.544979095459,-10.6404575705528,0.623,LMC,Low and Middle Income
PSE,2008,2685.98601828464,44.7015686035156,-12.9009137153626,0.536,LMC,Low and Middle Income
PSE,2009,2840.01594969395,43.4091491699219,-5.35161256790161,0.533,LMC,Low and Middle Income
PSE,2010,2927.08101953403,45.0943742403046,-3.55812679231166,0.506,LMC,Low and Middle Income
PSE,2011,3128.10811061384,47.5094364758648,-7.42420426011086,0.546,LMC,Low and Middle Income
PSE,2012,3237.91619995789,47.0416991089195,-7.57691806554794,0.521,LMC,Low and Middle Income
PSE,2013,3309.63120243098,45.2354836861858,-6.81709405779839,0.565,LMC,Low and Middle Income
PSE,2014,3227.84934482645,44.8451220304662,-6.52073958516121,0.642,LMC,Low and Middle Income
PSE,2015,3272.15432360708,46.0871831764203,-8.88983905315399,0.664,LMC,Low and Middle Income
PSE,2016,3483.09903532972,45.3924907557838,-6.10113695263863,0.698,LMC,Low and Middle Income
PSE,2017,3462.97986107136,45.5044081379083,-7.34201818704605,0.688,LMC,Low and Middle Income
PSE,2018,3417.79440837962,46.4852162059319,-8.50864118337631,0.61,LMC,Low and Middle Income
PSE,2019,3378.4346209191,45.6330464687168,-8.52913200855255,0.658,LMC,Low and Middle Income
PSE,2020,2922.46801084844,45.3895360497376,-8.02270647883415,0.656,LMC,Low and Middle Income
QAT,1990,42210.1309227872,17.9684505462646,,25.962,HIC,High Income
QAT,1991,40169.0307706643,17.2565193176269,,38.285,HIC,High Income
QAT,1992,43310.767958526,16.9536304473877,,57.097,HIC,High Income
QAT,1993,41423.720599232,18.6690902709961,,63.4,HIC,High Income
QAT,1994,40756.9289476104,18.9698295593262,,64.819,HIC,High Income
QAT,1995,40528.4858249639,20.5342998504639,,64.491,HIC,High Income
QAT,1996,41126.2109141166,22.4816493988037,-0.605094730854034,65.162,HIC,High Income
QAT,1997,51382.616690416,23.9278392791748,,76.715,HIC,High Income
QAT,1998,54189.9837433703,21.5736999511719,2.92458577454089,63.665,HIC,High Income
QAT,1999,53562.7696068249,19.7645206451416,,59.305,HIC,High Income
QAT,2000,54948.2228055384,,8.30179655551911,62.646,HIC,High Income
QAT,2001,54316.5419511925,18.6874694824219,,67.727,HIC,High Income
QAT,2002,55493.6049997751,17.2873592376709,8.90958559513092,63.518,HIC,High Income
QAT,2003,54970.419888684,15.7512302398682,7.2132223546505,62.618,HIC,High Income
QAT,2004,63107.0086346445,16.8915996551514,5.76161715388299,61.344,HIC,High Income
QAT,2005,63555.6239820478,14.7242298126221,9.80101472139358,57.767,HIC,High Income
QAT,2006,68036.6212164734,12.8355398178101,10.6211079955101,61.421,HIC,High Income
QAT,2007,64614.0465071968,11.8196697235107,8.83617657423019,49.255,HIC,High Income
QAT,2008,64393.5954479866,11.3421602249146,11.3922953605652,43.359,HIC,High Income
QAT,2009,63939.8050831437,10.1654901504517,15.3399916887283,41.175,HIC,High Income
QAT,2010,74271.9022959058,9.64273278083432,14.3812301754951,43.09,HIC,High Income
QAT,2011,83533.4963791019,12.6008552690979,12.7624795436859,45.175,HIC,High Income
QAT,2012,82441.7405083009,12.2866942772156,16.1901935338974,49.152,HIC,High Income
QAT,2013,77379.6735599552,14.8707295209095,16.1868306398392,44.982,HIC,High Income
QAT,2014,71756.0649338302,17.3063613126932,14.6608129739761,41.31,HIC,High Income
QAT,2015,68985.2946961507,15.9339905308662,12.7169799208641,38.441,HIC,High Income
QAT,2016,67294.4585771356,14.8163562584538,13.0931172966957,35.154,HIC,High Income
QAT,2017,64497.6987225375,16.7774362605473,11.9045497179031,39.035,HIC,High Income
QAT,2018,64410.8171280981,17.4458250857575,12.0544720292091,37.166,HIC,High Income
QAT,2019,63430.4607609581,21.0931416049405,12.0866666436195,36.252,HIC,High Income
QAT,2020,57769.604104354,23.7649212314763,16.7010249495506,36.145,HIC,High Income
ROU,1990,5019.43702748333,,,7.696,HIC,High Income
ROU,1991,4409.1517208357,,,6.199,HIC,High Income
ROU,1992,4059.09860455382,,,5.761,HIC,High Income
ROU,1993,4126.76859277572,,,5.372,HIC,High Income
ROU,1994,4295.27065788629,,,5.311,HIC,High Income
ROU,1995,4572.25803354276,,,5.547,HIC,High Income
ROU,1996,4764.63682106299,,-0.37302246876061,5.728,HIC,High Income
ROU,1997,4546.66753054721,,,5.27,HIC,High Income
ROU,1998,4463.60791806212,,-1.87956483662129,4.702,HIC,High Income
ROU,1999,4453.78126046181,,,4.011,HIC,High Income
ROU,2000,4569.31124324524,,-3.09119442105293,4.228,HIC,High Income
ROU,2001,4875.30310600635,28.0544300079346,,4.513,HIC,High Income
ROU,2002,5248.54994632668,33.7016906738281,-4.51527795195579,4.551,HIC,High Income
ROU,2003,5410.30835796252,38.9063987731934,-3.57092425227165,4.803,HIC,High Income
ROU,2004,6008.64048461485,41.7997398376465,-3.17530594766141,4.823,HIC,High Income
ROU,2005,6328.09022324183,45.4637298583984,-2.62169642746449,4.777,HIC,High Income
ROU,2006,6876.77841417966,54.1389312744141,-2.29004313051701,4.958,HIC,High Income
ROU,2007,7483.97375820611,60.2831192016602,-1.79696347564458,5.199,HIC,High Income
ROU,2008,8318.00342795388,73.4470672607422,-0.264694255776704,5.164,HIC,High Income
ROU,2009,7924.87058070212,81.5331497192383,0.916986364871264,4.267,HIC,High Income
ROU,2010,7660.70667630517,75.2290267944336,1.80896259844303,4.135,HIC,High Income
ROU,2011,8044.57194920892,66.7865829467773,1.78002930432558,4.555,HIC,High Income
ROU,2012,8234.28553425194,54.9534912109375,1.57930912822485,4.457,HIC,High Income
ROU,2013,8287.95844089676,51.3826103210449,3.23342859745026,3.927,HIC,High Income
ROU,2014,8661.47397274241,51.0950393676758,4.11700873076916,3.973,HIC,High Income
ROU,2015,8977.01748158196,49.3609886169434,3.54544660449028,3.928,HIC,High Income
ROU,2016,9286.87678236598,49.911319732666,7.76617869734764,3.873,HIC,High Income
ROU,2017,10106.2269557253,50.5108184814453,7.48436340689659,4.034,HIC,High Income
ROU,2018,10714.1701157127,51.9943504333496,6.31668478250504,4.076,HIC,High Income
ROU,2019,11197.3162915853,52.4439697265625,7.13738051056862,3.933,HIC,High Income
ROU,2020,10854.049431887,53.4911117553711,6.33740985393524,3.813,HIC,High Income
RUS,1990,7849.51904296875,52.3742599487305,,17.024,HIC,High Income
RUS,1991,7432.021484375,50.4663314819336,,16.11,HIC,High Income
RUS,1992,6345.912109375,48.4463882446289,,13.185,HIC,High Income
RUS,1993,5798.91455078125,46.1837692260742,,12.6,HIC,High Income
RUS,1994,5071.74267578125,44.2100410461426,,11.112,HIC,High Income
RUS,1995,4862.646484375,42.86083984375,,10.913,HIC,High Income
RUS,1996,4686.86279296875,43.8972396850586,-13.5011892914772,10.714,HIC,High Income
RUS,1997,4760.33935546875,45.2858200073242,,10.023,HIC,High Income
RUS,1998,4515.50927734375,47.279411315918,-14.5485488772392,9.929,HIC,High Income
RUS,1999,4819.38037109375,52.1262397766113,,10.147,HIC,High Income
RUS,2000,5323.66650390625,55.2136611938477,-18.4228159189224,10.091,HIC,High Income
RUS,2001,5618.95556640625,60.3866996765137,,10.389,HIC,High Income
RUS,2002,5910.171875,65.0104217529297,-14.8665705323219,10.335,HIC,High Income
RUS,2003,6370.45361328125,69.0352096557617,-16.2803601622582,10.556,HIC,High Income
RUS,2004,6856.67822265625,69.818717956543,-15.5579794049263,10.644,HIC,High Income
RUS,2005,7323.38525390625,72.2228012084961,-16.3872266411781,10.816,HIC,High Income
RUS,2006,7949.89697265625,73.4398880004883,-16.7874394059181,11.266,HIC,High Income
RUS,2007,8640.40625,76.1305465698242,-17.1284857988358,11.291,HIC,High Income
RUS,2008,9093.7001953125,77.5339736938477,-17.1947501897812,11.492,HIC,High Income
RUS,2009,8381.8681640625,77.8685607910156,-13.7104699015617,10.741,HIC,High Income
RUS,2010,8755.1201171875,,-13.5284485220909,11.346,HIC,High Income
RUS,2011,9120.8203125,80.1629736412764,-12.7034915089607,11.698,HIC,High Income
RUS,2012,9464.0107421875,80.5323453975492,-14.5795612931252,11.782,HIC,High Income
RUS,2013,9601.537109375,82.8009567260742,-13.9682764410973,11.324,HIC,High Income
RUS,2014,9493.8125,84.5181387513356,-13.1415382027626,11.298,HIC,High Income
RUS,2015,9277.7138671875,84.2355651240256,-13.8044471144676,11.254,HIC,High Income
RUS,2016,9269.3173828125,83.860044350614,-14.3199190497398,11.177,HIC,High Income
RUS,2017,9418.99609375,81.7051021681418,-14.329351067543,11.362,HIC,High Income
RUS,2018,9674.787109375,81.5681115998523,-14.1087896823883,11.677,HIC,High Income
RUS,2019,9882.0244140625,80.9520697471091,-13.0540705919266,11.632,HIC,High Income
RUS,2020,9632.3251953125,57.2232854739754,-13.6355082988739,11.149,HIC,High Income
RWA,1990,365.724969994263,0.576889991760254,,0.071,LIC,Low and Middle Income
RWA,1991,349.345634840907,,,0.063,LIC,Low and Middle Income
RWA,1992,362.337679403993,,,0.062,LIC,Low and Middle Income
RWA,1993,320.530460792077,,,0.061,LIC,Low and Middle Income
RWA,1994,187.38014700737,,,0.068,LIC,Low and Middle Income
RWA,1995,303.318867879127,,,0.08,LIC,Low and Middle Income
RWA,1996,289.237930832775,,-25.5365895032883,0.069,LIC,Low and Middle Income
RWA,1997,284.862132396583,,,0.062,LIC,Low and Middle Income
RWA,1998,297.571387031591,,-24.8362820148467,0.06,LIC,Low and Middle Income
RWA,1999,307.99726200079,0.705209970474243,,0.062,LIC,Low and Middle Income
RWA,2000,331.096659537835,1.12785005569458,-23.3039124011994,0.063,LIC,Low and Middle Income
RWA,2001,356.017640545099,1.54308998584747,,0.063,LIC,Low and Middle Income
RWA,2002,397.558649363458,1.87186002731323,-18.2119505405426,0.061,LIC,Low and Middle Income
RWA,2003,397.480382602602,2.34143996238708,-16.2897633910179,0.059,LIC,Low and Middle Income
RWA,2004,415.943819000396,2.73148989677429,-14.4794695973396,0.058,LIC,Low and Middle Income
RWA,2005,443.00802474736,2.85111999511719,-14.6692922115326,0.057,LIC,Low and Middle Income
RWA,2006,471.150850642442,3.64229989051819,-11.4840599298477,0.055,LIC,Low and Middle Income
RWA,2007,493.803359157317,3.88545989990234,-9.85392409563064,0.057,LIC,Low and Middle Income
RWA,2008,534.678298622161,4.18300008773804,-8.03083208203316,0.054,LIC,Low and Middle Income
RWA,2009,553.621518556047,5.0719199180603,-8.57177156209946,0.055,LIC,Low and Middle Income
RWA,2010,579.419162804581,5.77316665562353,-5.62414002418518,0.056,LIC,Low and Middle Income
RWA,2011,610.376236415572,6.83723020553589,-5.17010644078254,0.061,LIC,Low and Middle Income
RWA,2012,647.436613845487,6.70938666027303,-4.25853535532952,0.066,LIC,Low and Middle Income
RWA,2013,661.893969452494,6.23149117030345,-2.49536646902561,0.07,LIC,Low and Middle Income
RWA,2014,682.709499066795,7.35861774339014,1.19355218857527,0.073,LIC,Low and Middle Income
RWA,2015,725.691418696952,7.53124856448318,0.722302474081517,0.083,LIC,Low and Middle Income
RWA,2016,748.798132068173,7.57807264441764,1.69964873790741,0.088,LIC,Low and Middle Income
RWA,2017,765.845359390541,7.34488296090452,2.02940178662538,0.096,LIC,Low and Middle Income
RWA,2018,808.704812752127,6.76094647714264,1.92306703329086,0.105,LIC,Low and Middle Income
RWA,2019,863.872077583172,6.3142892660234,1.13278859108686,0.111,LIC,Low and Middle Income
RWA,2020,821.257133282758,7.56709586345553,1.39877542853355,0.107,LIC,Low and Middle Income
SAU,1990,25918.9650837526,16.3262596130371,,17.101,HIC,High Income
SAU,1991,26742.682261559,17.2099800109863,,21.91,HIC,High Income
SAU,1992,26709.0328186878,17.4679698944092,,23.618,HIC,High Income
SAU,1993,25649.064468644,19.5948505401611,,24.374,HIC,High Income
SAU,1994,24808.6528928409,19.4799900054932,,22.84,HIC,High Income
SAU,1995,23876.246129794,21.5111103057861,,20.664,HIC,High Income
SAU,1996,23699.1352161738,22.0051803588867,1.94756472110748,19.485,HIC,High Income
SAU,1997,23406.0346643453,22.6720199584961,,15.802,HIC,High Income
SAU,1998,23179.8581162861,23.2514591217041,0.793910652399063,14.67,HIC,High Income
SAU,1999,22214.4256445476,27.5408992767334,,15.364,HIC,High Income
SAU,2000,22247.8566987439,28.3759498596191,-2.81199173629284,19.14,HIC,High Income
SAU,2001,21193.0922894351,27.2377300262451,,19.034,HIC,High Income
SAU,2002,20025.4319998275,25.1049709320068,-0.303086049854756,19.37,HIC,High Income
SAU,2003,20765.9387688082,26.6230297088623,1.85209041088819,18.695,HIC,High Income
SAU,2004,21545.894988606,26.2631301879883,0.205918028019368,20.728,HIC,High Income
SAU,2005,21838.1915349374,25.1983699798584,-0.385177034884692,20.05,HIC,High Income
SAU,2006,21616.3355772516,24.5137691497803,0.191533947363496,20.736,HIC,High Income
SAU,2007,21196.7926036633,24.3000392913818,1.15579956024885,18.925,HIC,High Income
SAU,2008,21629.8405734551,24.4659805297852,1.16838157176971,20.158,HIC,High Income
SAU,2009,20577.5453445336,25.0353107452393,0.766883209347725,20.81,HIC,High Income
SAU,2010,21830.1424272816,29.3244802795728,2.54204130172729,22.087,HIC,High Income
SAU,2011,23314.5576023168,28.9419498443604,0.791117548942566,20.694,HIC,High Income
SAU,2012,23643.0358324647,36.0444107055664,2.45394606888294,22.382,HIC,High Income
SAU,2013,23057.3494468535,43.163501739502,2.60259807109833,20.808,HIC,High Income
SAU,2014,23404.7306039825,53.1803840195563,2.25522874295711,20.177,HIC,High Income
SAU,2015,23256.1549553531,57.0892771397236,1.70129794627428,20.836,HIC,High Income
SAU,2016,22783.0328538685,63.9826623355369,5.41140720248222,20.873,HIC,High Income
SAU,2017,23035.1199977707,70.7471342981424,1.35780138522387,20.937,HIC,High Income
SAU,2018,24393.5188306638,73.1971736383918,2.0561348348856,21.479,HIC,High Income
SAU,2019,24905.6697428558,77.9664942011008,2.5218443274498,23.245,HIC,High Income
SAU,2020,22827.671935548,73.7510866368859,3.72150252759457,21.089,HIC,High Income
SDN,1990,764.450439453125,,,0.217,LIC,Low and Middle Income
SDN,1991,805.367309570313,,,0.199,LIC,Low and Middle Income
SDN,1992,842.008605957031,,,0.175,LIC,Low and Middle Income
SDN,1993,862.978149414063,,,0.117,LIC,Low and Middle Income
SDN,1994,850.299438476563,,,0.16,LIC,Low and Middle Income
SDN,1995,877.693298339844,,,0.161,LIC,Low and Middle Income
SDN,1996,908.66015625,,-29.0502072572708,0.162,LIC,Low and Middle Income
SDN,1997,1050.31994628906,,,0.195,LIC,Low and Middle Income
SDN,1998,1069.27197265625,,-28.3914968967437,0.165,LIC,Low and Middle Income
SDN,1999,1074.88098144531,6.56864023208618,,0.175,LIC,Low and Middle Income
SDN,2000,1111.11865234375,6.69480991363525,-27.7375104427338,0.19,LIC,Low and Middle Income
SDN,2001,1150.17626953125,8.25726985931396,,0.211,LIC,Low and Middle Income
SDN,2002,1185.21533203125,9.31309986114502,-22.4462913274764,0.261,LIC,Low and Middle Income
SDN,2003,1226.42077636719,8.65738010406494,-26.4681839942933,0.285,LIC,Low and Middle Income
SDN,2004,1255.67114257813,10.5490598678589,-26.037878870964,0.356,LIC,Low and Middle Income
SDN,2005,1290.24438476563,11.823320388794,-28.0491504669189,0.338,LIC,Low and Middle Income
SDN,2006,1336.1240234375,13.3374099731445,-23.3929816484451,0.361,LIC,Low and Middle Income
SDN,2007,1372.10961914063,13.0165500640869,-24.222697019577,0.414,LIC,Low and Middle Income
SDN,2008,1381.62561035156,14.3921899795532,-24.5654041767121,0.422,LIC,Low and Middle Income
SDN,2009,1301.34729003906,14.6098203659058,-21.5911993980408,0.428,LIC,Low and Middle Income
SDN,2010,1311.22314453125,14.8035297393799,-22.7329256534577,0.426,LIC,Low and Middle Income
SDN,2011,1388.21813964844,14.5120697021484,-22.1240706443787,0.407,LIC,Low and Middle Income
SDN,2012,1288.25854492188,14.8181400299072,-21.142012834549,0.427,LIC,Low and Middle Income
SDN,2013,1283.45922851563,16.6676292419434,-21.8151026964188,0.46,LIC,Low and Middle Income
SDN,2014,1307.3896484375,15.958589553833,-19.8844715356827,0.337,LIC,Low and Middle Income
SDN,2015,1292.37963867188,15.8645696640015,-20.9085614681244,0.356,LIC,Low and Middle Income
SDN,2016,1297.15454101563,,-21.7610650062562,0.478,LIC,Low and Middle Income
SDN,2017,1261.87353515625,,-19.0681010484695,0.475,LIC,Low and Middle Income
SDN,2018,1185.94445800781,,-19.3132674694062,0.464,LIC,Low and Middle Income
SDN,2019,1126.55297851563,,-19.9263427257538,0.483,LIC,Low and Middle Income
SDN,2020,1056.86474609375,,-18.4570287466049,0.423,LIC,Low and Middle Income
SEN,1990,990.777522619822,,,0.38,LMC,Low and Middle Income
SEN,1991,988.63221583773,,,0.391,LMC,Low and Middle Income
SEN,1992,974.054860027128,3.05016994476318,,0.388,LMC,Low and Middle Income
SEN,1993,960.506561720788,,,0.391,LMC,Low and Middle Income
SEN,1994,934.692068072302,,,0.422,LMC,Low and Middle Income
SEN,1995,960.84709282163,,,0.338,LMC,Low and Middle Income
SEN,1996,956.588791201654,,-3.08623492717743,0.358,LMC,Low and Middle Income
SEN,1997,962.736689457399,3.11023998260498,,0.343,LMC,Low and Middle Income
SEN,1998,995.979085689636,,1.17019230127335,0.351,LMC,Low and Middle Income
SEN,1999,1033.76396461633,3.20563006401062,,0.37,LMC,Low and Middle Income
SEN,2000,1048.37474052363,,1.35979908704758,0.391,LMC,Low and Middle Income
SEN,2001,1067.36886550595,,,0.417,LMC,Low and Middle Income
SEN,2002,1042.25509944289,,1.51727948337793,0.424,LMC,Low and Middle Income
SEN,2003,1074.38578467686,,-0.884518247097731,0.46,LMC,Low and Middle Income
SEN,2004,1098.20064546027,4.75202989578247,0.343148661777376,0.477,LMC,Low and Middle Income
SEN,2005,1119.0505307548,5.26141023635864,0.166879112832248,0.493,LMC,Low and Middle Income
SEN,2006,1118.7830430051,5.46575021743774,-3.76220573484898,0.385,LMC,Low and Middle Income
SEN,2007,1123.99862153285,6.1223201751709,-4.07667128741741,0.441,LMC,Low and Middle Income
SEN,2008,1138.66883930214,7.75537014007568,-4.76720291376114,0.393,LMC,Low and Middle Income
SEN,2009,1142.65317233964,7.9150800704956,-6.24281471967697,0.426,LMC,Low and Middle Income
SEN,2010,1153.53431121583,7.62979751289774,-6.75755789875984,0.543,LMC,Low and Middle Income
SEN,2011,1139.74447892639,10.121109956384,-7.75277769565583,0.603,LMC,Low and Middle Income
SEN,2012,1154.05677992367,10.2635537254668,-4.79344025254249,0.553,LMC,Low and Middle Income
SEN,2013,1147.3859217191,10.5725397458545,-4.0158547013998,0.573,LMC,Low and Middle Income
SEN,2014,1180.7987108505,10.8787568632408,-1.28558729588985,0.616,LMC,Low and Middle Income
SEN,2015,1218.00613555438,10.8409366679467,-2.65282301604748,0.675,LMC,Low and Middle Income
SEN,2016,1257.40906916238,10.8875992426245,-2.04721689969301,0.666,LMC,Low and Middle Income
SEN,2017,1312.10932775878,11.3494415127099,-2.83713427186012,0.695,LMC,Low and Middle Income
SEN,2018,1355.09610863533,12.4178375059947,-3.75623565912247,0.712,LMC,Low and Middle Income
SEN,2019,1379.60875249843,12.60825139125,-3.59295168519021,0.777,LMC,Low and Middle Income
SEN,2020,1361.7914374888,13.3136624860931,-5.33602324128151,0.644,LMC,Low and Middle Income
SLV,1990,2348.20460167761,14.6922903060913,,0.458,UMC,Low and Middle Income
SLV,1991,2341.93382299132,16.1209907531738,,0.573,UMC,Low and Middle Income
SLV,1992,2465.75989060719,,,0.593,UMC,Low and Middle Income
SLV,1993,2574.95134564317,17.6409893035889,,0.701,UMC,Low and Middle Income
SLV,1994,2670.21278543567,19.5335502624512,,0.788,UMC,Low and Middle Income
SLV,1995,2773.32529027549,20.6800804138184,,0.865,UMC,Low and Middle Income
SLV,1996,2775.04629038695,19.8966503143311,-14.7938414216042,0.758,UMC,Low and Middle Income
SLV,1997,2842.88487409077,,,0.924,UMC,Low and Middle Income
SLV,1998,2900.32064261101,20.4799194335938,-11.7429263591766,0.971,UMC,Low and Middle Income
SLV,1999,2946.4330235012,20.4824199676514,,0.941,UMC,Low and Middle Income
SLV,2000,2964.89346881406,19.7553405761719,-13.6587055325508,0.95,UMC,Low and Middle Income
SLV,2001,2978.59734844668,18.9663391113281,,0.977,UMC,Low and Middle Income
SLV,2002,3016.06307728602,19.7187805175781,-9.63085782527923,1.008,UMC,Low and Middle Income
SLV,2003,3057.16467629097,20.5764999389648,-8.78653907775879,1.066,UMC,Low and Middle Income
SLV,2004,3081.23629665234,21.6425590515137,-8.34543696045876,1.035,UMC,Low and Middle Income
SLV,2005,3163.36118376833,22.4542694091797,-8.5885443687439,1.043,UMC,Low and Middle Income
SLV,2006,3302.34817354347,23.2541999816894,-11.7596069574356,1.114,UMC,Low and Middle Income
SLV,2007,3359.1623024135,24.743709564209,-12.2899125814438,1.135,UMC,Low and Middle Income
SLV,2008,3420.44927357443,25.5441799163818,-11.8038041591644,1.057,UMC,Low and Middle Income
SLV,2009,3337.81150878211,25.9216804504394,-13.3164675235748,1.039,UMC,Low and Middle Income
SLV,2010,3398.49346060363,26.3151708858206,-14.7177482247353,1.036,UMC,Low and Middle Income
SLV,2011,3515.19664634846,27.32486420544,-12.7790598273277,1.062,UMC,Low and Middle Income
SLV,2012,3600.31912505518,28.0979076272602,-12.3862571716309,1.053,UMC,Low and Middle Income
SLV,2013,3665.90044167854,28.2731299038736,-10.8294725418091,0.987,UMC,Low and Middle Income
SLV,2014,3713.94992016222,27.5441027812368,-7.97592476010324,0.993,UMC,Low and Middle Income
SLV,2015,3790.34089108162,27.3929262374809,-10.4244424104691,1.073,UMC,Low and Middle Income
SLV,2016,3875.84691357954,27.1794802471695,-12.8384984135628,1.06,UMC,Low and Middle Income
SLV,2017,3954.84014277572,27.6409104549006,-14.7958461046219,0.956,UMC,Low and Middle Income
SLV,2018,4046.16291720583,28.194336537252,-15.7689205408096,1.037,UMC,Low and Middle Income
SLV,2019,4143.11437097867,28.5178063545936,-14.6657777428627,1.227,UMC,Low and Middle Income
SLV,2020,3808.53195436409,30.9986370324013,-13.1220484972,0.984,UMC,Low and Middle Income
SRB,1995,3012.49816736822,,,4.991,UMC,Low and Middle Income
SRB,1996,3200.76825835814,,-21.4623832702637,5.853,UMC,Low and Middle Income
SRB,1997,3497.55048957119,,,6.303,UMC,Low and Middle Income
SRB,1998,3699.40380796484,,-21.494400858879,6.656,UMC,Low and Middle Income
SRB,1999,3329.4517344386,,,4.609,UMC,Low and Middle Income
SRB,2000,3542.35365914848,,-21.7257810831071,5.147,UMC,Low and Middle Income
SRB,2001,3788.98233947399,37.7618789672852,,5.56,UMC,Low and Middle Income
SRB,2002,4038.65251197442,35.6637191772461,-15.3615289330482,5.972,UMC,Low and Middle Income
SRB,2003,4233.77644906089,39.6133613586426,-15.381973862648,6.409,UMC,Low and Middle Income
SRB,2004,4527.43498659451,40.9337997436523,-12.5521734952927,6.998,UMC,Low and Middle Income
SRB,2005,4809.1384076488,44.205249786377,-16.1279133558273,6.64,UMC,Low and Middle Income
SRB,2006,5016.41289322251,46.819580078125,-9.12812453508377,7.152,UMC,Low and Middle Income
SRB,2007,5431.27887426624,47.966869354248,-7.89261019229889,6.97,UMC,Low and Middle Income
SRB,2008,5735.94772695749,48.6653785705566,-8.35974445939064,6.941,UMC,Low and Middle Income
SRB,2009,5578.0119741931,49.8496704101562,-8.06579679250717,6.184,UMC,Low and Middle Income
SRB,2010,5690.70327182682,49.0825119018555,-7.31024634838104,6.178,UMC,Low and Middle Income
SRB,2011,5737.00120175811,51.5937690734863,-5.52583879232407,6.647,UMC,Low and Middle Income
SRB,2012,5739.3075023532,53.5000305175781,-5.65820798277855,5.975,UMC,Low and Middle Income
SRB,2013,5793.33614525565,56.3808784484863,-5.07800126075744,6.126,UMC,Low and Middle Income
SRB,2014,5716.54047153506,58.0549697875977,-1.60902109742165,5.165,UMC,Low and Middle Income
SRB,2015,5820.3215576888,58.2876892089844,-1.22667413204908,6.116,UMC,Low and Middle Income
SRB,2016,6024.95754653784,62.1369705200195,-2.10561370104551,6.342,UMC,Low and Middle Income
SRB,2017,6200.26118592152,66.4867401123047,-2.99894128739834,6.457,UMC,Low and Middle Income
SRB,2018,6524.08029755191,67.1586608886719,-2.83577583730221,6.336,UMC,Low and Middle Income
SRB,2019,6870.75810896296,67.7898406982422,-2.38084204494953,6.38,UMC,Low and Middle Income
SRB,2020,6850.96742168834,68.1431121826172,-2.02185589820147,6.566,UMC,Low and Middle Income
SVK,1990,8597.46391527645,,,11.684,HIC,High Income
SVK,1991,7338.79874023232,,,10.092,HIC,High Income
SVK,1992,6843.30017436782,,,9.221,HIC,High Income
SVK,1993,6946.84564117976,,,8.71,HIC,High Income
SVK,1994,7348.918397432,,,8.198,HIC,High Income
